title,author,year,genre,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
Where Are You Now,Lost Frequencies,2021,"['belgian edm', 'edm', 'pop dance', 'tropical house']",0.636,0.172,120.966,0.103,0.515,0.000411,4,0.671,6,148197,-8.117,0.262,0
Drag Me Down,One Direction,2015,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.711,0.0528,138.098,0.0378,0.0997,0.0,4,0.723,0,192107,-5.576,0.606,0
Stuck with U (with Justin Bieber),Ariana Grande,2020,['pop'],0.45,0.382,178.765,0.0418,0.223,0.0,3,0.597,8,228482,-6.658,0.537,1
Style,Taylor Swift,2014,['pop'],0.786,0.117,95.019,0.0383,0.00253,0.0016,4,0.598,2,231000,-5.572,0.456,1
PROVENZA,KAROL G,2023,"['reggaeton', 'reggaeton colombiano', 'urbano latino']",0.502,0.11,111.029,0.0496,0.61,0.00765,4,0.863,1,207627,-7.912,0.567,1
Dark Red,Steve Lacy,2017,['afrofuturism'],0.784,0.119,172.041,0.062,0.446,8.32e-06,4,0.603,6,173104,-4.023,0.769,1
idontwannabeyouanymore,Billie Eilish,2017,"['art pop', 'pop']",0.412,0.116,170.163,0.0402,0.737,0.0,3,0.483,7,203569,-8.461,0.247,1
cardigan,Taylor Swift,2020,['pop'],0.581,0.25,130.033,0.0424,0.537,0.000345,4,0.613,0,239560,-8.588,0.551,0
Young And Beautiful,Lana Del Rey,2013,"['art pop', 'pop']",0.416,0.11,113.986,0.0368,0.262,3.69e-05,4,0.324,11,236053,-8.92,0.151,0
Creepin' (with The Weeknd & 21 Savage),Metro Boomin,2022,['rap'],0.613,0.0813,97.914,0.0522,0.391,0.0,4,0.716,1,221520,-6.018,0.157,0
Heartless,Kanye West,2008,"['chicago rap', 'hip hop', 'rap']",0.647,0.248,87.999,0.136,0.0515,0.0,4,0.79,10,211000,-5.983,0.654,0
Bad Habit,Steve Lacy,2022,['afrofuturism'],0.494,0.402,168.946,0.0355,0.613,5.8e-05,4,0.686,1,232067,-7.093,0.7,1
What You Know Bout Love,Pop Smoke,2020,"['brooklyn drill', 'hip hop', 'rap']",0.548,0.133,83.995,0.353,0.65,1.59e-06,4,0.709,10,160000,-8.493,0.543,1
Sure Thing,Miguel,2010,"['r&b', 'urban contemporary']",0.607,0.191,81.001,0.1,0.0267,0.000307,4,0.684,11,195373,-8.127,0.498,0
Calm Down (with Selena Gomez),Rema,2023,"['afrobeats', 'nigerian pop']",0.806,0.114,106.999,0.0381,0.382,0.000669,4,0.801,11,239318,-5.206,0.802,1
Toosie Slide,Drake,2020,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.454,0.114,81.618,0.201,0.321,6.15e-06,4,0.834,1,247059,-9.75,0.837,0
MONEY,LISA,2021,['k-pop'],0.554,0.152,140.026,0.218,0.161,6.12e-05,4,0.831,1,168228,-9.998,0.396,0
Under The Influence,Chris Brown,2019,"['r&b', 'rap']",0.562,0.18,116.931,0.0355,0.0186,0.000231,4,0.755,9,184613,-8.947,0.368,0
Unstoppable,Sia,2016,['pop'],0.779,0.101,173.799,0.0779,0.112,0.000373,4,0.468,9,217747,-4.839,0.26,1
Bruises,Lewis Capaldi,2019,"['pop', 'uk pop']",0.308,0.186,111.202,0.0677,0.946,0.0,4,0.736,4,220492,-7.83,0.361,1
Too Good,Drake,2016,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.653,0.1,117.993,0.103,0.0484,4.91e-05,4,0.793,7,263373,-7.839,0.393,1
Mine,Bazzi,2018,['pop'],0.789,0.451,142.929,0.0722,0.0161,2.77e-06,4,0.71,4,131064,-3.874,0.717,1
Budapest,George Ezra,2013,"['folk-pop', 'neo-singer-songwriter']",0.247,0.103,127.812,0.0311,0.261,0.0,4,0.706,5,202120,-17.961,0.424,1
Look What You Made Me Do,Taylor Swift,2017,['pop'],0.709,0.126,128.07,0.123,0.204,1.41e-05,4,0.766,9,211853,-6.471,0.506,0
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,2018,"['pop', 'post-teen pop']",0.725,0.12,102.056,0.0487,0.0933,1.87e-06,4,0.6,6,207905,-4.866,0.506,1
Can't Stop,Red Hot Chili Peppers,2002,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",0.938,0.167,91.455,0.0456,0.0179,0.0,4,0.618,9,269000,-3.442,0.875,1
Star Shopping,Lil Peep,2015,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']",0.471,0.116,93.07,0.0955,0.0946,0.0185,4,0.538,4,142000,-9.84,0.307,0
Last Resort,Papa Roach,2001,"['alternative metal', 'nu metal', 'rap metal', 'rap rock', 'rock']",0.89,0.201,90.586,0.06,0.000481,0.00082,4,0.589,4,199907,-3.719,0.687,0
Hypnotize - 2007 Remaster,The Notorious B.I.G.,2007,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.694,0.292,93.944,0.275,0.176,0.0,4,0.895,9,230000,-4.384,0.632,1
Heartbreak Anniversary,Giveon,2020,['r&b'],0.465,0.303,89.087,0.0791,0.524,1.02e-06,3,0.449,0,198371,-8.964,0.543,1
Promiscuous,Nelly Furtado,2006,"['canadian latin', 'canadian pop', 'dance pop', 'pop']",0.97,0.154,114.328,0.0504,0.0573,6.17e-05,4,0.808,10,242293,-6.098,0.868,0
No Lie,Sean Paul,2018,"['dance pop', 'dancehall', 'pop', 'pop rap']",0.882,0.206,102.04,0.117,0.0466,0.0,4,0.742,7,221176,-2.862,0.463,1
Make You Feel My Love,Adele,2008,"['british soul', 'pop', 'pop soul', 'uk pop']",0.172,0.105,65.18,0.0326,0.907,0.000383,3,0.317,10,212040,-10.636,0.0963,1
ZEZE (feat. Travis Scott & Offset),Kodak Black,2018,"['florida drill', 'florida rap', 'melodic rap', 'miami hip hop', 'rap', 'trap', 'trap latino']",0.603,0.0924,98.043,0.176,0.0521,0.0,4,0.861,8,228760,-5.788,0.504,0
God is a woman,Ariana Grande,2018,['pop'],0.658,0.237,145.031,0.0558,0.0233,6e-05,4,0.602,1,197547,-5.934,0.268,1
Crazy In Love (feat. Jay-Z),Beyoncé,2003,"['pop', 'r&b']",0.77,0.0715,99.165,0.226,0.00249,0.0,4,0.646,2,236133,-6.596,0.681,0
Rap God,Eminem,2013,"['detroit hip hop', 'hip hop', 'rap']",0.843,0.799,148.134,0.314,0.395,0.0,4,0.709,7,363521,-2.66,0.625,1
Say Something,A Great Big World,2014,"['neo mellow', 'piano rock', 'pop rock', 'viral pop']",0.147,0.0913,141.284,0.0355,0.857,2.89e-06,3,0.407,2,229400,-8.822,0.0765,1
Roar,Katy Perry,2013,['pop'],0.771,0.354,90.003,0.0316,0.00492,7.28e-06,4,0.671,7,223546,-4.821,0.436,0
TiK ToK,Kesha,2010,"['dance pop', 'pop']",0.837,0.289,120.028,0.142,0.0991,0.0,4,0.755,2,199693,-2.718,0.714,0
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,2015,"['hip pop', 'pop']",0.53,0.177,108.038,0.0434,0.4,0.0,3,0.63,0,225053,-7.259,0.417,1
"Paint It, Black",The Rolling Stones,1966,"['album rock', 'british invasion', 'classic rock', 'rock']",0.795,0.399,158.691,0.0926,0.0493,0.00244,4,0.464,1,202267,-9.267,0.612,1
Zombie,The Cranberries,1994,"['irish rock', 'pop rock', 'rock']",0.649,0.367,166.915,0.035,0.0158,0.00591,4,0.309,7,306440,-8.994,0.312,1
La Curiosidad,Jay Wheeler,2020,"['reggaeton', 'trap latino', 'urbano latino']",0.677,0.108,90.013,0.136,0.269,0.000917,4,0.845,11,219048,-4.798,0.68,0
Bring Me To Life,Evanescence,2003,['alternative metal'],0.943,0.242,94.612,0.0698,0.00721,2.06e-06,4,0.331,4,235893,-3.188,0.296,0
Outside (feat. Ellie Goulding),Calvin Harris,2014,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.823,0.322,128.035,0.0394,0.213,0.0,4,0.646,2,227267,-4.123,0.418,0
MIDDLE OF THE NIGHT,Elley Duhé,2020,['alt z'],0.611,0.116,185.727,0.0467,0.0228,0.0,3,0.41,4,184448,-8.271,0.0899,0
Crazy,Gnarls Barkley,2006,"['atl hip hop', 'neo soul']",0.741,0.0826,111.963,0.0339,0.0172,0.0583,4,0.836,8,182066,-1.609,0.611,1
You Give Love A Bad Name,Bon Jovi,1986,"['glam metal', 'rock']",0.959,0.344,122.805,0.0505,0.0663,2.18e-06,4,0.541,0,222707,-2.947,0.812,0
"I Don't Want to Miss a Thing - From ""Armageddon"" Soundtrack",Aerosmith,1998,"['album rock', 'classic rock', 'hard rock', 'rock']",0.649,0.216,121.16,0.0345,0.172,0.0,4,0.39,2,299760,-5.163,0.144,1
happier,Olivia Rodrigo,2021,['pop'],0.443,0.0839,168.924,0.133,0.765,9.67e-06,3,0.395,6,175933,-9.72,0.338,1
Murder on My Mind,YNW Melly,2018,"['melodic rap', 'rap']",0.73,0.11,115.007,0.0516,0.145,3.06e-06,4,0.759,0,268434,-7.985,0.74,0
Wait a Minute!,WILLOW,2015,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",0.705,0.0943,101.003,0.0278,0.0371,1.94e-05,4,0.764,3,196520,-5.279,0.672,0
Girls Just Want to Have Fun,Cyndi Lauper,1983,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']",0.799,0.349,120.372,0.0328,0.22,0.000602,4,0.71,6,238267,-4.897,0.725,1
Rockin' Around The Christmas Tree,Brenda Lee,1964,"['adult standards', 'easy listening', 'lounge', 'rockabilly']",0.47,0.505,67.086,0.0496,0.617,0.0,4,0.598,8,126267,-8.744,0.879,1
Santa Tell Me,Ariana Grande,2014,['pop'],0.621,0.291,191.868,0.117,0.0489,0.0,4,0.525,7,204093,-7.364,0.592,1
It Was A Good Day,Ice Cube,1992,"['conscious hip hop', 'g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.744,0.292,82.356,0.136,0.33,0.000106,4,0.798,7,260000,-5.328,0.794,0
Everlong,Foo Fighters,1997,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.881,0.0805,158.066,0.0367,5.99e-05,0.000308,4,0.413,11,250547,-5.541,0.364,0
Beat It,Michael Jackson,1982,"['r&b', 'soul']",0.711,0.234,138.728,0.0473,0.0242,0.000353,4,0.776,3,258400,-9.03,0.901,0
Don't You Worry Child - Radio Edit,Swedish House Mafia,2012,"['edm', 'pop dance', 'progressive electro house']",0.84,0.116,129.042,0.0509,0.112,0.0,4,0.612,11,212862,-3.145,0.438,0
The Chain - 2004 Remaster,Fleetwood Mac,1977,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",0.67,0.0451,151.553,0.0496,0.009,0.000822,4,0.545,9,270213,-8.81,0.481,1
Apocalypse,Cigarettes After Sex,2017,"['ambient pop', 'dream pop', 'el paso indie', 'shoegaze']",0.467,0.109,94.473,0.0274,0.0194,0.46,4,0.369,5,290147,-9.018,0.174,1
Hey There Delilah,Plain White T's,2005,"['modern rock', 'neo mellow', 'neon pop punk', 'pop punk', 'pop rock']",0.291,0.114,103.962,0.0292,0.872,0.0,4,0.658,2,232533,-10.572,0.295,1
Dream On,Aerosmith,1973,"['album rock', 'classic rock', 'hard rock', 'rock']",0.433,0.332,160.9,0.029,0.388,9.08e-05,4,0.307,1,266960,-10.057,0.224,1
Send My Love (To Your New Lover),Adele,2016,"['british soul', 'pop', 'pop soul', 'uk pop']",0.524,0.17,164.023,0.103,0.0415,3.16e-06,4,0.69,6,223080,-8.39,0.562,0
Gold Digger,Kanye West,2005,"['chicago rap', 'hip hop', 'rap']",0.696,0.0554,93.034,0.348,0.0195,0.0,4,0.629,1,207627,-5.572,0.623,0
Dangerous Woman,Ariana Grande,2016,['pop'],0.602,0.356,134.049,0.0412,0.0529,0.0,3,0.664,4,235947,-5.369,0.289,0
Midnight City,M83,2011,"['french shoegaze', 'french synthpop', 'indietronica', 'metropopolis', 'neo-synthpop']",0.752,0.0682,105.051,0.0369,0.0191,0.0,4,0.521,11,243960,-5.374,0.3,0
"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,1972,"['glam rock', 'mellow gold', 'piano rock', 'rock']",0.532,0.0925,136.576,0.0286,0.433,5.95e-06,4,0.601,10,281613,-9.119,0.342,1
All The Small Things,blink-182,1999,"['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",0.897,0.612,148.708,0.0488,0.0103,0.0,4,0.434,0,167067,-4.918,0.685,1
Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,2013,"['electro', 'filter house', 'rock']",0.811,0.101,116.047,0.038,0.0426,1.07e-06,4,0.794,6,248413,-8.966,0.862,0
telepatía,Kali Uchis,2020,['colombian pop'],0.524,0.203,83.97,0.0502,0.112,0.0,4,0.653,11,160191,-9.016,0.553,0
Tití Me Preguntó,Bad Bunny,2022,"['reggaeton', 'trap latino', 'urbano latino']",0.715,0.126,106.672,0.253,0.0993,0.000291,4,0.65,5,243717,-5.198,0.187,0
Bones,Imagine Dragons,2022,"['modern rock', 'pop', 'rock']",0.75,0.074,114.061,0.0455,0.0201,0.0,4,0.772,5,165265,-3.67,0.587,0
Yes Indeed,Lil Baby,2018,"['atl hip hop', 'atl trap', 'rap', 'trap']",0.346,0.108,119.957,0.53,0.0355,0.0,4,0.963,5,142273,-9.309,0.562,0
Rain On Me (with Ariana Grande),Lady Gaga,2020,"['art pop', 'dance pop', 'pop']",0.855,0.323,123.056,0.0397,0.021,0.0,4,0.672,9,182200,-3.764,0.646,1
Roses,The Chainsmokers,2015,['pop'],0.802,0.309,100.001,0.0561,0.0435,0.00377,4,0.713,4,226739,-7.055,0.343,1
My House,Flo Rida,2015,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",0.702,0.128,94.006,0.0499,0.0215,0.0,4,0.688,7,192191,-4.792,0.74,0
Promises (with Sam Smith),Calvin Harris,2018,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.768,0.325,123.07,0.0394,0.0119,4.91e-06,4,0.781,11,213309,-5.991,0.486,1
Pink + White,Frank Ocean,2016,"['lgbtq+ hip hop', 'neo soul']",0.545,0.417,159.94,0.107,0.667,5.48e-05,3,0.545,9,184516,-7.362,0.549,1
Without You (feat. Sandro Cavazza),Avicii,2017,"['dance pop', 'edm', 'pop', 'pop dance']",0.858,0.0456,133.993,0.0428,0.00163,0.0,4,0.662,2,181673,-4.844,0.295,1
Perfect Strangers,Jonas Blue,2017,"['pop', 'pop dance', 'tropical house', 'uk dance']",0.832,0.266,117.963,0.0474,0.352,0.0,4,0.729,1,195313,-5.012,0.697,1
Want to Want Me,Jason Derulo,2015,"['dance pop', 'pop']",0.68,0.109,114.025,0.0629,0.00906,0.0,4,0.775,0,207719,-5.508,0.656,0
Old Town Road,Lil Nas X,2019,['lgbtq+ hip hop'],0.53,0.101,135.998,0.127,0.0578,2.23e-06,4,0.907,1,113000,-6.112,0.507,1
"10,000 Hours (with Justin Bieber)",Dan + Shay,2019,"['contemporary country', 'country', 'country road']",0.63,0.111,89.991,0.0259,0.153,0.0,4,0.654,10,167693,-4.644,0.43,1
Candy Paint,Post Malone,2017,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.688,0.0734,90.013,0.0841,0.633,0.0,4,0.765,4,229573,-5.566,0.434,1
It's Beginning to Look a Lot like Christmas,Michael Bublé,2011,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",0.223,0.343,92.896,0.0338,0.88,5.92e-06,3,0.331,4,207200,-11.274,0.355,1
golden hour,JVKE,2022,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",0.593,0.25,94.467,0.0322,0.653,0.162,3,0.515,4,209260,-4.801,0.153,1
Stand By Me,Ben E. King,1962,"['rock-and-roll', 'soul']",0.306,0.0707,118.068,0.0393,0.57,7.07e-06,4,0.65,9,180056,-9.443,0.605,1
Infinity,Jaymes Young,2017,['indie poptimism'],0.673,0.304,121.963,0.0444,0.148,5.29e-05,4,0.671,11,237720,-6.941,0.494,0
Bitter Sweet Symphony - Remastered 2016,The Verve,1997,"['britpop', 'permanent wave', 'rock', 'shoegaze']",0.917,0.406,171.176,0.0479,0.0335,0.0,4,0.356,9,357267,-6.006,0.518,1
Get You The Moon (feat. Snøw),Kina,2018,"['sad lo-fi', 'slowed and reverb']",0.235,0.144,118.917,0.188,0.72,0.0,4,0.498,1,179080,-16.541,0.0895,0
You Are The Reason,Calum Scott,2018,['pop'],0.235,0.137,171.006,0.0303,0.918,0.0,3,0.329,10,204326,-7.699,0.22,1
Freaks,Surf Curse,2021,"['dreamo', 'indie surf', 'pov: indie', 'surf punk', 'vegas indie']",0.941,0.0511,179.626,0.0466,3.84e-05,0.633,4,0.345,9,147062,-9.918,0.407,1
Latch,Disclosure,2013,"['edm', 'house', 'indietronica', 'uk dance']",0.735,0.089,121.985,0.0923,0.0176,0.000189,4,0.73,1,255867,-5.451,0.541,1
bury a friend,Billie Eilish,2019,"['art pop', 'pop']",0.389,0.106,120.046,0.332,0.74,0.162,4,0.905,8,193143,-14.505,0.196,1
Jimmy Cooks (feat. 21 Savage),Drake,2022,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.673,0.093,165.921,0.175,0.000307,2.41e-06,4,0.529,0,218365,-4.711,0.366,1
Call on Me - Ryan Riback Remix,Starley,2016,['aussietronica'],0.838,0.159,104.998,0.0362,0.0604,0.000611,4,0.67,0,222041,-4.031,0.717,1
I See Fire,Ed Sheeran,2014,"['pop', 'singer-songwriter pop', 'uk pop']",0.176,0.252,76.031,0.0349,0.638,5.14e-06,4,0.641,6,299147,-11.692,0.297,1
Stargirl Interlude,The Weeknd,2016,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.47,0.104,89.965,0.0772,0.353,0.0923,4,0.715,5,111627,-12.638,0.426,0
Go Your Own Way - 2004 Remaster,Fleetwood Mac,1977,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",0.941,0.068,135.448,0.0375,0.0167,0.000776,4,0.586,5,223613,-5.139,0.831,1
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,2014,"['french indie pop', 'french rock']",0.875,0.599,123.013,0.0262,0.024,5.41e-06,4,0.763,9,189413,-5.797,0.8,0
Home,Edward Sharpe & The Magnetic Zeros,2009,"['la indie', 'stomp and holler']",0.589,0.177,111.665,0.0318,0.292,0.000522,4,0.542,2,303200,-6.623,0.137,1
No Money,Galantis,2016,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.916,0.24,126.01,0.0397,0.0282,0.00762,4,0.671,6,189127,-4.014,0.803,0
Waves - Robin Schulz Radio Edit,Mr. Probz,2014,['pop dance'],0.51,0.0829,119.993,0.0369,0.00821,0.0014,4,0.829,5,208133,-9.334,0.45,0
august,Taylor Swift,2020,['pop'],0.623,0.0925,89.937,0.0331,0.538,7.28e-05,4,0.532,5,261923,-9.208,0.403,1
El Perdón (with Enrique Iglesias),Nicky Jam,2017,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",0.69,0.113,179.908,0.0511,0.443,0.0,4,0.628,8,205907,-5.83,0.66,1
Black Beatles,Rae Sremmurd,2016,"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']",0.632,0.128,145.926,0.0649,0.142,0.0,4,0.794,0,291893,-6.163,0.355,1
Locked Away (feat. Adam Levine),R. City,2015,"['reggae fusion', 'virgin islands reggae']",0.671,0.0452,118.413,0.0678,0.304,0.0,5,0.509,1,227480,-5.709,0.55,1
Strip That Down,Liam Payne,2017,['pop'],0.485,0.0765,106.028,0.0545,0.246,0.0,4,0.869,6,204502,-5.595,0.527,1
Look Alive (feat. Drake),BlocBoy JB,2018,"['memphis hip hop', 'rap', 'tennessee hip hop', 'trap']",0.581,0.105,140.022,0.27,0.00104,5.86e-05,4,0.922,10,181263,-7.495,0.595,1
Sunset Lover,Petit Biscuit,2017,['new french touch'],0.525,0.114,90.853,0.042,0.665,0.423,4,0.785,6,238907,-7.556,0.251,1
Fake Love,Drake,2016,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.543,0.103,133.907,0.298,0.182,0.0,4,0.924,9,207813,-7.474,0.736,0
Ain't Nobody (Loves Me Better),Felix Jaehn,2015,"['edm', 'german dance', 'pop dance', 'tropical house', 'uk dance']",0.564,0.0696,117.973,0.0315,0.683,0.000252,4,0.777,2,186147,-6.967,0.465,0
Break Free,Ariana Grande,2014,['pop'],0.702,0.204,129.948,0.0455,0.00637,4.46e-05,4,0.686,7,214840,-5.325,0.29,0
How Do You Sleep?,Sam Smith,2019,"['pop', 'uk pop']",0.682,0.0763,165.944,0.0856,0.153,0.0,4,0.561,1,202205,-4.931,0.359,0
Adventure of a Lifetime,Coldplay,2015,"['permanent wave', 'pop']",0.924,0.149,111.995,0.036,0.00205,0.000175,4,0.638,7,263787,-3.887,0.53,1
Fancy,Iggy Azalea,2014,"['australian hip hop', 'dance pop', 'pop']",0.709,0.0491,94.979,0.0673,0.105,0.0,4,0.911,10,199938,-4.139,0.365,0
Hey Brother,Avicii,2013,"['dance pop', 'edm', 'pop', 'pop dance']",0.78,0.0828,125.014,0.0436,0.0309,4.64e-05,4,0.545,7,255093,-4.867,0.458,0
"Hold On, We're Going Home",Drake,2013,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",0.413,0.0724,100.003,0.0952,0.00415,2.68e-05,4,0.776,6,227880,-7.438,0.287,0
679 (feat. Remy Boyz),Fetty Wap,2015,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.717,0.625,190.05,0.318,0.00256,0.0,4,0.618,7,196693,-5.738,0.603,1
Runaway (U & I),Galantis,2015,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",0.805,0.0856,126.008,0.0469,0.00711,0.00193,4,0.506,1,227074,-4.119,0.383,1
Blurred Lines,Robin Thicke,2013,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",0.504,0.0783,120.0,0.0489,0.00412,1.78e-05,4,0.861,7,263053,-7.707,0.881,1
Mirrors,Justin Timberlake,2013,"['dance pop', 'pop']",0.509,0.083,76.004,0.0722,0.24,0.0,4,0.344,5,485360,-6.607,0.529,0
Little Talks,Of Monsters and Men,2011,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",0.786,0.145,103.172,0.0338,0.0234,0.0,4,0.455,1,267693,-5.16,0.416,1
We Are Young (feat. Janelle Monáe),fun.,2012,"['baroque pop', 'metropopolis', 'neo mellow']",0.638,0.0849,184.086,0.075,0.02,7.66e-05,4,0.378,10,250627,-5.576,0.735,1
We Can't Stop,Miley Cyrus,2013,['pop'],0.622,0.37,80.003,0.0334,0.00882,0.0,4,0.613,1,231240,-5.794,0.484,0
The A Team,Ed Sheeran,2011,"['pop', 'singer-songwriter pop', 'uk pop']",0.289,0.18,84.996,0.0367,0.669,0.0,4,0.642,9,258373,-9.918,0.407,1
On Top Of The World,Imagine Dragons,2012,"['modern rock', 'pop', 'rock']",0.926,0.0928,100.043,0.15,0.0892,4.4e-06,4,0.635,0,189840,-5.589,0.771,1
Broccoli,DRAM,2016,"['trap', 'underground hip hop', 'viral trap', 'virginia hip hop']",0.525,0.057,145.99,0.132,0.236,0.0,4,0.886,8,225205,-7.39,0.708,1
Treasure,Bruno Mars,2012,"['dance pop', 'pop']",0.692,0.324,116.017,0.0431,0.0412,7.24e-05,4,0.874,5,178560,-5.28,0.937,0
Story of My Life,One Direction,2013,"['boy band', 'pop', 'post-teen pop', 'talent show']",0.663,0.119,121.07,0.0477,0.225,0.0,4,0.6,3,245493,-5.802,0.286,1
Levels - Radio Edit,Avicii,2011,"['dance pop', 'edm', 'pop', 'pop dance']",0.873,0.314,126.026,0.0344,0.0534,0.837,4,0.605,1,199904,-5.938,0.476,0
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,2013,"['east coast hip hop', 'hip hop', 'rap']",0.687,0.114,96.006,0.263,0.0208,1e-06,4,0.869,1,233787,-6.816,0.668,1
Slide (feat. Frank Ocean & Migos),Calvin Harris,2017,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",0.795,0.254,104.066,0.0545,0.498,1.21e-06,4,0.736,1,230813,-3.299,0.511,0
iSpy (feat. Lil Yachty),KYLE,2016,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'viral trap']",0.653,0.229,75.016,0.289,0.378,0.0,4,0.746,7,253107,-6.745,0.672,1
Bad and Boujee (feat. Lil Uzi Vert),Migos,2017,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0.666,0.123,127.079,0.244,0.0611,0.0,4,0.926,11,343150,-5.314,0.168,1
Bounce Back,Big Sean,2017,"['detroit hip hop', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap']",0.575,0.129,81.529,0.133,0.105,0.0,4,0.785,1,222360,-5.628,0.272,0
POWER,Kanye West,2010,"['chicago rap', 'hip hop', 'rap']",0.914,0.744,153.993,0.113,0.0161,0.0,4,0.542,0,292093,-4.747,0.576,0
No Promises (feat. Demi Lovato),Cheat Codes,2017,"['edm', 'pop', 'pop dance']",0.619,0.105,112.961,0.162,0.0572,0.0,4,0.739,10,222787,-6.669,0.58,1
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2017,"['alt z', 'dark pop', 'pop']",0.868,0.104,121.03,0.0291,0.15,0.132,4,0.703,7,193613,-4.661,0.733,0
Go Flex,Post Malone,2016,"['dfw rap', 'melodic rap', 'pop', 'rap']",0.498,0.0757,81.958,0.083,0.23,0.0,4,0.665,5,179613,-8.185,0.127,1
All Star,Smash Mouth,1999,"['pop rock', 'post-grunge']",0.867,0.0861,104.02,0.032,0.0394,0.0,4,0.731,11,200373,-5.881,0.776,1
Bodak Yellow,Cardi B,2017,"['pop', 'rap']",0.723,0.346,125.022,0.109,0.0672,0.0,4,0.929,11,223962,-5.792,0.458,0
First Class,Jack Harlow,2022,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",0.582,0.111,107.005,0.109,0.111,3.18e-06,4,0.902,5,173948,-5.902,0.332,0
Mama,Jonas Blue,2017,"['pop', 'pop dance', 'tropical house', 'uk dance']",0.791,0.0516,104.015,0.0418,0.0883,0.0,4,0.739,11,181615,-4.255,0.547,0
Worth It (feat. Kid Ink),Fifth Harmony,2015,"['girl group', 'pop', 'talent show']",0.765,0.118,99.987,0.0882,0.063,7.04e-06,4,0.884,8,224573,-3.865,0.594,1
Chantaje (feat. Maluma),Shakira,2017,"['colombian pop', 'dance pop', 'latin pop', 'pop']",0.773,0.159,102.034,0.0776,0.187,3.05e-05,4,0.852,8,195840,-2.921,0.907,0
Bailando - Spanish Version,Enrique Iglesias,2014,"['dance pop', 'latin pop', 'mexican pop']",0.777,0.0451,91.017,0.108,0.0426,3.68e-06,4,0.723,7,243413,-3.503,0.961,1
Slow Hands,Niall Horan,2017,['pop'],0.425,0.055,85.896,0.0464,0.011,0.0,4,0.735,0,188174,-6.648,0.848,1
Kids,MGMT,2007,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",0.931,0.361,122.961,0.0719,0.00076,0.0049,4,0.451,9,302840,-3.871,0.172,1
Escápate Conmigo (feat. Ozuna),Wisin,2017,"['reggaeton', 'urbano latino']",0.859,0.0881,91.977,0.0795,0.0256,6.27e-05,4,0.744,11,232787,-3.166,0.787,1
